"","pidp","birthy","sex","ypnpal","yppals","year","age","ypfpark","ypmkfrn","yppalo","ypsdqk"
"7242",52774922,1988,2,6,4,2001,13,NA,2,4,NA
"7243",217601373,1988,2,5,2,2001,13,NA,2,2,NA
"7244",829604097,1987,2,6,1,2001,14,NA,2,2,NA
"7245",829604769,1988,1,4,1,2001,13,NA,1,4,NA
"7246",28274602,1988,2,9,2,2001,13,NA,2,2,NA
"7247",28736962,1987,2,4,2,2001,14,NA,2,4,NA
"7248",421618433,1989,1,5,2,2001,12,NA,1,1,NA
"7249",421618369,1987,1,4,2,2001,14,NA,2,2,NA
"7250",693622457,1989,2,3,1,2001,12,NA,3,1,NA
"7251",693622453,1987,2,3,1,2001,14,NA,1,1,NA
"7252",150502369,1990,2,3,1,2001,11,NA,3,1,NA
"7253",625627213,1989,1,5,1,2001,12,NA,2,1,NA
"7254",27152482,1986,2,6,3,2001,15,NA,1,3,NA
"7255",762492165,1986,1,8,2,2001,15,NA,2,2,NA
"7256",761634693,1988,1,5,1,2001,13,NA,2,2,NA
"7257",27132162,1988,1,43,2,2001,13,NA,1,3,NA
"7258",558444565,1986,2,12,3,2001,15,NA,1,3,NA
"7259",625648293,1988,2,1,3,2001,13,NA,2,3,NA
"7260",421648973,1988,1,21,4,2001,13,NA,1,4,NA
"7261",81651693,1989,2,3,2,2001,12,NA,2,2,NA
"7262",81651689,1987,1,5,2,2001,14,NA,NA,3,NA
"7263",421655153,1988,1,5,1,2001,13,NA,3,1,NA
"7264",557655773,1989,2,10,2,2001,12,NA,2,3,NA
"7265",421657133,1987,1,21,1,2001,14,NA,1,2,NA
"7266",26390922,1990,1,5,2,2001,11,NA,2,3,NA
"7267",625665973,1986,1,5,3,2001,15,NA,2,3,NA
"7268",285668753,1989,2,4,1,2001,12,NA,1,4,NA
"7269",149670733,1989,2,8,3,2001,12,NA,2,1,NA
"7270",27703282,1986,2,7,1,2001,15,NA,2,2,NA
"7271",354579205,1987,1,10,2,2001,14,NA,2,2,NA
"7272",694434369,1989,1,4,2,2001,12,NA,3,2,NA
"7273",29015722,1988,2,7,1,2001,13,NA,2,2,NA
"7274",149683653,1990,2,4,1,2001,11,NA,2,2,NA
"7275",150607765,1988,2,4,2,2001,13,NA,1,2,NA
"7276",32395362,1988,2,12,4,2001,13,NA,2,4,NA
"7277",625697993,1989,2,4,2,2001,12,NA,2,2,NA
"7278",421700657,1987,2,21,4,2001,14,NA,1,3,NA
"7279",285702013,1990,2,5,2,2001,11,NA,3,4,NA
"7280",693710857,1990,2,2,2,2001,11,NA,2,2,NA
"7281",693710853,1988,2,10,2,2001,13,NA,2,2,NA
"7282",625712217,1989,2,4,2,2001,12,NA,1,2,NA
"7283",625712213,1986,1,4,2,2001,15,NA,2,2,NA
"7284",81717653,1988,2,10,1,2001,13,NA,1,1,NA
"7285",421719013,1989,2,7,1,2001,12,NA,2,2,NA
"7286",422571045,1986,1,5,1,2001,15,NA,1,1,NA
"7287",81731933,1989,1,2,2,2001,12,NA,2,2,NA
"7288",421732613,1987,1,8,2,2001,14,NA,2,4,NA
"7289",762304493,1988,2,6,4,2001,13,NA,2,2,NA
"7290",762304497,1988,2,7,4,2001,13,NA,2,2,NA
"7291",489740097,1986,1,10,1,2001,15,NA,3,2,NA
"7292",33095722,1987,1,12,2,2001,14,NA,2,3,NA
"7293",285744173,1988,1,6,4,2001,13,NA,1,3,NA
"7294",285744177,1990,2,5,3,2001,11,NA,1,3,NA
"7295",32028082,1986,1,2,2,2001,15,NA,1,3,NA
"7296",32034922,1989,1,10,1,2001,12,NA,2,4,NA
"7297",829746209,1987,1,14,1,2001,14,NA,1,1,NA
"7298",489746893,1989,2,7,2,2001,12,NA,2,2,NA
"7299",54524,1990,1,6,2,2001,11,NA,1,4,NA
"7300",422560845,1988,2,2,1,2001,13,NA,2,1,NA
"7301",421756413,1990,1,3,2,2001,11,NA,1,2,NA
"7302",285758449,1988,1,0,1,2001,13,NA,2,4,NA
"7303",285758513,1986,1,0,2,2001,15,NA,2,4,NA
"7304",285758453,1989,1,4,2,2001,12,NA,1,4,NA
"7305",29804522,1986,2,8,4,2001,15,NA,1,3,NA
"7306",29811362,1987,2,6,4,2001,14,NA,1,4,NA
"7307",81759813,1986,1,11,1,2001,15,NA,2,3,NA
"7308",81759817,1988,2,10,3,2001,13,NA,2,3,NA
"7309",285767293,1990,1,3,3,2001,11,NA,2,3,NA
"7310",52992642,1987,2,5,4,2001,14,NA,2,4,NA
"7311",693772053,1989,1,10,3,2001,12,NA,2,2,NA
"7312",353775513,1990,1,3,2,2001,11,NA,2,2,NA
"7313",25459322,1987,2,3,1,2001,14,NA,2,1,NA
"7314",217799253,1990,2,9,2,2001,11,NA,1,2,NA
"7315",217799249,1987,1,3,2,2001,14,NA,3,2,NA
"7316",217799257,1990,2,5,1,2001,11,NA,1,2,NA
"7317",829804693,1989,2,10,2,2001,12,NA,1,2,NA
"7318",489808773,1986,2,5,1,2001,15,NA,3,1,NA
"7319",421812173,1989,2,3,3,2001,12,NA,1,2,NA
"7320",31620122,1987,1,2,1,2001,14,NA,1,1,NA
"7321",353814213,1989,1,10,2,2001,12,NA,2,2,NA
"7322",829814893,1990,1,16,3,2001,11,NA,1,4,NA
"7323",218608445,1987,2,8,2,2001,14,NA,1,4,NA
"7324",490353449,1988,2,15,1,2001,13,NA,1,1,NA
"7325",693825773,1987,2,5,2,2001,14,NA,2,2,NA
"7326",286484685,1986,1,13,2,2001,15,NA,2,4,NA
"7327",285834673,1989,2,15,3,2001,12,NA,2,3,NA
"7328",285835293,1987,1,7,1,2001,14,NA,2,1,NA
"7329",32993722,1988,1,6,4,2001,13,NA,1,4,NA
"7330",29498522,1987,2,2,3,2001,14,NA,1,3,NA
"7331",29505362,1989,2,15,2,2001,12,NA,1,2,NA
"7332",29491682,1986,2,11,2,2001,15,NA,2,3,NA
"7333",761861129,1989,2,8,3,2001,12,NA,1,3,NA
"7334",28852562,1989,1,4,1,2001,12,NA,1,1,NA
"7335",28845722,1986,1,5,1,2001,15,NA,1,1,NA
"7336",489863849,1988,2,7,2,2001,13,NA,2,2,NA
"7337",150573085,1986,1,5,3,2001,15,NA,1,4,NA
"7338",150282049,1988,2,10,1,2001,13,NA,1,2,NA
"7339",489877513,1990,2,5,2,2001,11,NA,2,3,NA
"7340",353878813,1990,2,4,3,2001,11,NA,3,3,NA
"7341",557886969,1986,2,7,4,2001,15,NA,2,4,NA
"7342",557886973,1987,1,20,3,2001,14,NA,2,3,NA
"7343",694282729,1989,2,7,2,2001,12,NA,2,2,NA
"7344",218312653,1989,1,4,1,2001,12,NA,2,2,NA
"7345",82581929,1990,1,7,3,2001,11,NA,1,4,NA
"7346",217894453,1986,1,15,2,2001,15,NA,3,2,NA
"7347",149897853,1990,2,7,2,2001,11,NA,2,1,NA
"7348",149898533,1986,1,10,2,2001,15,NA,2,3,NA
"7349",830601645,1986,1,7,1,2001,15,NA,1,3,NA
"7350",829899897,1990,1,2,1,2001,11,NA,2,2,NA
"7351",829899893,1987,1,7,1,2001,14,NA,1,2,NA
"7352",149901933,1989,2,9,2,2001,12,NA,2,3,NA
"7353",286465645,1986,2,3,3,2001,15,NA,2,4,NA
"7354",286582605,1988,2,10,1,2001,13,NA,2,2,NA
"7355",286547925,1988,2,3,2,2001,13,NA,2,2,NA
"7356",218256893,1988,1,13,1,2001,13,NA,1,3,NA
"7357",761912813,1986,1,20,2,2001,15,NA,1,4,NA
"7358",693922333,1988,1,10,2,2001,13,NA,1,2,NA
"7359",82449333,1988,2,5,2,2001,13,NA,1,2,NA
"7360",489932593,1988,2,3,2,2001,13,NA,1,2,NA
"7361",489934569,1990,2,20,1,2001,11,NA,1,3,NA
"7362",33388162,1986,2,5,3,2001,15,NA,2,4,NA
"7363",218308633,1985,1,6,NA,2001,16,NA,2,NA,NA
"7364",217939333,1988,2,15,4,2001,13,NA,2,4,NA
"7365",218406485,1986,2,10,4,2001,15,NA,1,4,NA
"7366",829950893,1989,2,7,2,2001,12,NA,1,3,NA
"7367",829950889,1986,1,4,2,2001,15,NA,1,2,NA
"7368",30606962,1986,1,6,2,2001,15,NA,2,2,NA
"7369",489956329,1990,1,6,1,2001,11,NA,3,3,NA
"7370",285959065,1987,1,8,1,2001,14,NA,2,3,NA
"7371",285959061,1986,1,20,3,2001,15,NA,1,3,NA
"7372",285959069,1988,2,15,2,2001,13,NA,1,4,NA
"7373",81959733,1990,2,1,2,2001,11,NA,2,4,NA
"7374",558645845,1986,2,7,3,2001,15,NA,1,3,NA
"7375",762269813,1986,1,6,2,2001,15,NA,3,2,NA
"7376",82249417,1988,2,4,2,2001,13,NA,1,3,NA
"7377",53115002,1989,1,3,3,2001,12,NA,1,3,NA
"7378",25819682,1989,1,2,2,2001,12,NA,1,2,NA
"7379",218609805,1988,1,10,2,2001,13,NA,3,2,NA
"7380",421989033,1986,1,6,1,2001,15,NA,1,3,NA
"7381",25976202,1987,1,5,3,2001,14,NA,2,3,NA
"7382",25772242,1988,2,7,1,2001,13,NA,1,2,NA
"7383",33714562,1987,2,0,2,2001,14,NA,2,3,NA
"7384",81999173,1990,1,3,2,2001,11,NA,2,2,NA
"7385",26275322,1986,2,7,1,2001,15,NA,1,3,NA
"7386",694495565,1987,2,7,3,2001,14,NA,2,2,NA
"7387",546822693,1987,1,2,3,2001,14,NA,2,4,NA
"7388",558414649,1990,2,10,2,2001,11,NA,1,3,NA
"7389",30572962,1987,2,37,2,2001,14,NA,2,4,NA
"7390",422010053,1990,2,0,2,2001,11,NA,4,3,NA
"7391",422646525,1987,2,8,1,2001,14,NA,3,4,NA
"7392",286303133,1989,2,4,1,2001,12,NA,3,1,NA
"7393",26261842,1986,1,15,1,2001,15,NA,1,2,NA
"7394",26255002,1986,1,10,1,2001,15,NA,2,3,NA
"7395",286014813,1990,1,3,1,2001,11,NA,3,3,NA
"7396",218018897,1989,2,9,3,2001,12,NA,2,3,NA
"7397",218018893,1986,2,5,1,2001,15,NA,2,1,NA
"7398",218020249,1987,2,4,3,2001,14,NA,2,3,NA
"7399",30987722,1989,2,10,3,2001,12,NA,1,4,NA
"7400",626294289,1987,2,10,3,2001,14,NA,2,4,NA
"7401",830029773,1986,2,7,3,2001,15,NA,2,2,NA
"7402",27526562,1988,2,5,1,2001,13,NA,3,1,NA
"7403",762592805,1987,2,16,2,2001,14,NA,2,2,NA
"7404",762375209,1989,2,6,2,2001,12,NA,1,2,NA
"7405",26452122,1988,1,25,1,2001,13,NA,1,4,NA
"7406",218576485,1988,1,7,1,2001,13,NA,2,2,NA
"7407",218033849,1989,2,2,1,2001,12,NA,2,3,NA
"7408",28444482,1987,2,6,1,2001,14,NA,2,3,NA
"7409",830404445,1987,2,27,3,2001,14,NA,1,4,NA
"7410",28430882,1987,2,4,3,2001,14,NA,1,4,NA
"7411",694596205,1986,1,4,3,2001,15,NA,2,3,NA
"7412",31450162,1990,2,3,2,2001,11,NA,3,3,NA
"7413",762606405,1988,2,3,1,2001,13,NA,3,1,NA
"7414",27982122,1986,1,1,1,2001,15,NA,4,1,NA
"7415",218270497,1990,1,1,2,2001,11,NA,1,3,NA
"7416",218270493,1987,1,15,2,2001,14,NA,4,1,NA
"7417",694060377,1986,1,4,2,2001,15,NA,2,3,NA
"7418",694060369,1989,2,2,1,2001,12,NA,4,1,NA
"7419",694512565,1990,2,15,1,2001,11,NA,1,3,NA
"7420",25187362,1987,1,8,2,2001,14,NA,2,2,NA
"7421",626649925,1988,1,1,2,2001,13,NA,3,2,NA
"7422",626500325,1986,2,4,2,2001,15,NA,3,2,NA
"7423",422067173,1986,1,2,2,2001,15,NA,1,4,NA
"7424",422067177,1989,1,7,1,2001,12,NA,2,3,NA
"7425",47069722,1988,2,8,2,2001,13,NA,1,2,NA
"7426",286071929,1988,2,6,1,2001,13,NA,3,2,NA
"7427",218072617,1989,1,4,1,2001,12,NA,1,1,NA
"7428",354285461,1990,1,4,2,2001,11,NA,1,4,NA
"7429",354285449,1990,2,9,2,2001,11,NA,2,2,NA
"7430",150470473,1989,2,10,2,2001,12,NA,1,2,NA
"7431",694078733,1987,1,4,3,2001,14,NA,2,1,NA
"7432",694078737,1990,2,6,2,2001,11,NA,2,2,NA
"7433",354084173,1988,2,5,3,2001,13,NA,2,3,NA
"7434",354286125,1986,2,15,3,2001,15,NA,1,4,NA
"7435",30239722,1986,1,20,4,2001,15,NA,1,4,NA
"7436",626097773,1987,1,5,4,2001,14,NA,2,4,NA
"7437",626594165,1986,1,5,2,2001,15,NA,2,1,NA
"7438",490105997,1989,1,7,3,2001,12,NA,1,4,NA
"7439",27002882,1986,1,6,2,2001,15,NA,3,3,NA
"7440",286110013,1990,2,5,1,2001,11,NA,2,1,NA
"7441",30627362,1986,1,15,3,2001,15,NA,2,4,NA
"7442",286121577,1990,2,5,4,2001,11,NA,1,3,NA
"7443",286121573,1988,1,2,1,2001,13,NA,3,4,NA
"7444",354124973,1988,2,11,3,2001,13,NA,1,4,NA
"7445",218539769,1989,1,5,1,2001,12,NA,2,2,NA
"7446",422127693,1989,2,4,4,2001,12,NA,2,4,NA
"7447",422141293,1986,2,3,1,2001,15,NA,2,2,NA
"7448",25343722,1988,1,4,1,2001,13,NA,2,2,NA
"7449",422382005,1985,2,8,2,2001,16,NA,2,2,NA
"7450",422438453,1990,1,15,2,2001,11,NA,1,3,NA
"7451",422520113,1986,1,3,3,2001,15,NA,2,3,NA
"7452",354147413,1989,1,40,4,2001,12,NA,2,4,NA
"7453",422150133,1990,1,3,1,2001,11,NA,2,1,NA
"7454",286150809,1986,2,7,2,2001,15,NA,1,4,NA
"7455",286150813,1986,1,7,2,2001,15,NA,1,3,NA
"7456",626152177,1986,1,2,2,2001,15,NA,2,3,NA
"7457",32891762,1988,1,4,3,2001,13,NA,2,4,NA
"7458",32884922,1986,1,5,2,2001,15,NA,2,2,NA
"7459",626156253,1986,1,4,4,2001,15,NA,2,4,NA
"7460",626156257,1988,2,6,1,2001,13,NA,1,4,NA
"7461",762158977,1989,2,10,3,2001,12,NA,1,3,NA
"7462",762158973,1987,2,7,4,2001,14,NA,1,2,NA
"7463",25506882,1990,1,2,1,2001,11,NA,1,2,NA
"7464",422169849,1990,2,5,2,2001,11,NA,1,4,NA
"7465",218511205,1987,1,10,1,2001,14,NA,2,2,NA
"7466",694347329,1986,2,5,2,2001,15,NA,2,1,NA
"7467",694347333,1988,1,4,1,2001,13,NA,3,4,NA
"7468",354614573,1990,1,5,2,2001,11,NA,3,2,NA
"7469",558175973,1987,1,6,2,2001,14,NA,1,1,NA
"7470",558175977,1989,1,3,1,2001,12,NA,1,2,NA
"7471",354183449,1989,2,20,1,2001,12,NA,1,1,NA
"7472",626186173,1990,2,2,1,2001,11,NA,2,1,NA
"7473",626207249,1989,1,7,1,2001,12,NA,2,4,NA
"7474",82209289,1988,1,9,3,2001,13,NA,2,2,NA
"7475",82209293,1990,2,8,2,2001,11,NA,1,2,NA
"7476",46899722,1986,2,3,1,2001,15,NA,2,2,NA
"7477",490328973,1989,1,4,1,2001,12,NA,3,1,NA
"7478",694518685,1986,1,10,1,2001,15,NA,1,4,NA
"7479",218219489,1988,1,16,4,2001,13,NA,2,4,NA
"7480",354605045,1987,2,5,2,2001,14,NA,1,4,NA
"7481",150227033,1987,1,20,1,2001,14,NA,1,1,NA
"7482",46838602,1987,1,20,1,2001,14,NA,1,4,NA
"7483",354228333,1989,2,4,3,2001,12,NA,1,3,NA
"7484",428406129,1990,2,4,1,2001,11,NA,1,NA,NA
"7485",38148162,1989,1,7,1,2001,12,NA,2,3,NA
"7486",632411633,1989,2,6,3,2001,12,NA,2,2,NA
"7487",428412933,1986,2,4,3,2001,15,NA,2,2,NA
"7488",564432653,1986,1,2,2,2001,15,NA,2,2,NA
"7489",565254085,1986,2,1,4,2001,15,NA,2,4,NA
"7490",565415925,1989,2,4,3,2001,12,NA,1,3,NA
"7491",42506882,1986,1,4,3,2001,15,NA,2,3,NA
"7492",564442853,1989,2,2,3,2001,12,NA,1,3,NA
"7493",497253405,1986,2,12,2,2001,15,NA,2,3,NA
"7494",496444209,1989,2,14,4,2001,12,NA,1,3,NA
"7495",360445573,1988,1,4,2,2001,13,NA,3,2,NA
"7496",360445577,1989,1,5,3,2001,12,NA,1,1,NA
"7497",293444485,1989,2,3,3,2001,12,NA,3,2,NA
"7498",837409125,1987,1,5,1,2001,14,NA,3,3,NA
"7499",496479573,1989,1,3,2,2001,12,NA,2,3,NA
"7500",496479569,1986,1,5,2,2001,15,NA,1,3,NA
"7501",43180162,1986,1,5,3,2001,15,NA,1,3,NA
"7502",565450605,1986,2,15,3,2001,15,NA,1,3,NA
"7503",836487729,1989,2,11,4,2001,12,NA,2,4,NA
"7504",37033002,1986,1,2,2,2001,15,NA,2,2,NA
"7505",700501337,1990,1,4,2,2001,11,NA,2,1,NA
"7506",700501333,1987,1,4,2,2001,14,NA,2,2,NA
"7507",496502693,1988,1,8,1,2001,13,NA,2,2,NA
"7508",40738922,1987,1,4,2,2001,14,NA,2,1,NA
"7509",41146922,1988,1,2,2,2001,13,NA,2,3,NA
"7510",360510857,1987,1,10,1,2001,14,NA,1,3,NA
"7511",837401645,1986,2,20,4,2001,15,NA,1,4,NA
"7512",88523773,1986,1,3,2,2001,15,NA,2,3,NA
"7513",224532613,1986,2,9,3,2001,15,NA,1,3,NA
"7514",43057722,1986,1,10,1,2001,15,NA,2,4,NA
"7515",37066922,1989,1,2,4,2001,12,NA,2,4,NA
"7516",88548253,1988,1,5,1,2001,13,NA,1,1,NA
"7517",700550977,1987,2,2,1,2001,14,NA,3,1,NA
"7518",360555049,1988,2,5,3,2001,13,NA,2,4,NA
"7519",40732202,1988,1,5,2,2001,13,NA,2,2,NA
"7520",769029009,1989,1,7,3,2001,12,NA,2,2,NA
"7521",88567973,1987,1,12,1,2001,14,NA,2,2,NA
"7522",38393082,1988,1,7,1,2001,13,NA,2,1,NA
"7523",632578173,1990,1,2,2,2001,11,NA,3,2,NA
"7524",700582257,1990,2,6,1,2001,11,NA,3,2,NA
"7525",700582253,1987,2,8,2,2001,14,NA,2,3,NA
"7526",41779362,1987,1,5,1,2001,14,NA,1,2,NA
"7527",632597221,1989,2,2,2,2001,12,NA,4,1,NA
"7528",836597897,1990,1,1,4,2001,11,NA,3,4,NA
"7529",700602657,1990,2,4,1,2001,11,NA,2,1,NA
"7530",39161322,1988,2,8,1,2001,13,NA,2,4,NA
"7531",632606049,1990,2,1,2,2001,11,NA,3,3,NA
"7532",632606733,1989,1,4,1,2001,12,NA,2,1,NA
"7533",39134122,1985,2,2,3,2001,16,NA,NA,4,NA
"7534",41337442,1990,2,3,2,2001,11,NA,2,2,NA
"7535",837410485,1987,1,5,3,2001,14,NA,2,3,NA
"7536",632609513,1989,1,6,3,2001,12,NA,2,1,NA
"7537",633392805,1989,1,1,2,2001,12,NA,1,1,NA
"7538",632610133,1988,1,7,1,2001,13,NA,2,1,NA
"7539",632610813,1988,2,8,2,2001,13,NA,2,3,NA
"7540",632610873,1986,2,9,2,2001,15,NA,2,2,NA
"7541",428614213,1990,2,4,1,2001,11,NA,3,2,NA
"7542",38433802,1986,1,3,2,2001,15,NA,2,4,NA
"7543",38440642,1988,2,5,4,2001,13,NA,1,4,NA
"7544",428621013,1988,1,7,3,2001,13,NA,1,3,NA
"7545",224629301,1986,2,5,2,2001,15,NA,2,4,NA
"7546",360632633,1988,2,6,2,2001,13,NA,2,3,NA
"7547",35938122,1986,2,6,2,2001,15,NA,2,3,NA
"7548",360635973,1988,1,5,1,2001,13,NA,2,2,NA
"7549",37284522,1989,2,2,1,2001,12,NA,2,2,NA
"7550",632645493,1987,1,17,2,2001,14,NA,2,3,NA
"7551",632645497,1990,1,40,3,2001,11,NA,1,4,NA
"7552",48423002,1989,2,10,2,2001,12,NA,1,2,NA
"7553",48416162,1986,2,17,2,2001,15,NA,1,4,NA
"7554",428649577,1989,2,4,3,2001,12,NA,2,4,NA
"7555",428649573,1986,1,42,2,2001,15,NA,1,4,NA
"7556",633394165,1986,2,5,1,2001,15,NA,2,4,NA
"7557",89030373,1988,1,7,1,2001,13,NA,3,1,NA
"7558",837294205,1987,2,14,1,2001,14,NA,2,1,NA
"7559",48429682,1989,2,7,1,2001,12,NA,2,3,NA
"7560",837387369,1990,1,1,1,2001,11,NA,3,1,NA
"7561",632665213,1990,2,12,2,2001,11,NA,2,2,NA
"7562",564669301,1988,2,9,1,2001,13,NA,1,1,NA
"7563",564670653,1988,2,20,2,2001,13,NA,1,3,NA
"7564",293416605,1990,1,3,2,2001,11,NA,2,2,NA
"7565",39712122,1987,1,7,1,2001,14,NA,2,3,NA
"7566",89303725,1986,2,2,1,2001,15,NA,3,3,NA
"7567",2888645,1988,2,14,2,2001,13,NA,1,3,NA
"7568",564675413,1990,1,8,1,2001,11,NA,1,1,NA
"7569",88681533,1988,2,3,1,2001,13,NA,3,2,NA
"7570",632683633,1990,2,3,2,2001,11,NA,3,2,NA
"7571",40521322,1987,1,6,2,2001,14,NA,2,2,NA
"7572",34720882,1988,2,10,4,2001,13,NA,3,3,NA
"7573",34312922,1989,2,4,2,2001,12,NA,3,1,NA
"7574",34306082,1987,1,4,2,2001,14,NA,1,2,NA
"7575",836695813,1986,2,6,1,2001,15,NA,2,3,NA
"7576",836695817,1989,1,12,2,2001,12,NA,2,1,NA
"7577",429321413,1989,1,5,4,2001,12,NA,2,4,NA
"7578",632699897,1989,1,7,2,2001,12,NA,1,3,NA
"7579",632699893,1986,1,13,2,2001,15,NA,1,1,NA
"7580",2903605,1990,2,7,1,2001,11,NA,1,1,NA
"7581",769311885,1988,1,15,2,2001,13,NA,2,3,NA
"7582",40215402,1986,2,10,1,2001,15,NA,2,2,NA
"7583",89221453,1987,1,15,2,2001,14,NA,2,3,NA
"7584",88719613,1989,2,9,2,2001,12,NA,3,2,NA
"7585",48593002,1989,1,3,1,2001,12,NA,2,2,NA
"7586",700731169,1987,2,6,3,2001,14,NA,2,2,NA
"7587",701442445,1987,1,3,3,2001,14,NA,2,3,NA
"7588",39480962,1988,1,5,4,2001,13,NA,2,2,NA
"7589",768742737,1988,1,10,2,2001,13,NA,2,3,NA
"7590",156744101,1987,1,7,3,2001,14,NA,1,4,NA
"7591",157400285,1988,1,9,1,2001,13,NA,1,1,NA
"7592",48640522,1986,2,7,3,2001,15,NA,2,3,NA
"7593",360756393,1987,2,3,2,2001,14,NA,2,3,NA
"7594",224759737,1990,2,7,1,2001,11,NA,2,2,NA
"7595",564760417,1987,2,4,3,2001,14,NA,1,4,NA
"7596",564760421,1988,2,3,3,2001,13,NA,2,3,NA
"7597",429413205,1986,1,8,2,2001,15,NA,1,3,NA
"7598",428769933,1989,2,10,1,2001,12,NA,1,1,NA
"7599",428773329,1990,1,4,1,2001,11,NA,2,2,NA
"7600",38222922,1987,1,21,4,2001,14,NA,1,4,NA
"7601",564783529,1988,2,3,4,2001,13,NA,2,4,NA
"7602",564783533,1990,2,8,4,2001,11,NA,1,4,NA
"7603",224784893,1990,2,8,1,2001,11,NA,2,1,NA
"7604",88785573,1986,2,3,3,2001,15,NA,2,2,NA
"7605",564786933,1990,1,3,3,2001,11,NA,2,2,NA
"7606",88797813,1986,1,16,NA,2001,15,NA,1,3,NA
"7607",88797817,1990,1,16,3,2001,11,NA,1,3,NA
"7608",632799849,1990,2,12,2,2001,11,NA,1,4,NA
"7609",428801213,1986,1,9,3,2001,15,NA,2,2,NA
"7610",428801273,1988,2,8,1,2001,13,NA,1,2,NA
"7611",89212609,1986,2,5,4,2001,15,NA,1,4,NA
"7612",34442162,1989,2,6,2,2001,12,NA,2,1,NA
"7613",292822969,1986,1,8,3,2001,15,NA,2,3,NA
"7614",225214649,1986,1,2,1,2001,15,NA,2,4,NA
"7615",39460522,1985,2,4,1,2001,16,NA,3,1,NA
"7616",428829773,1990,1,4,2,2001,11,NA,1,4,NA
"7617",36101362,1988,2,10,3,2001,13,NA,1,2,NA
"7618",40949722,1987,2,7,4,2001,14,NA,2,4,NA
"7619",360839973,1990,2,9,4,2001,11,NA,2,4,NA
"7620",41180922,1986,2,9,1,2001,15,NA,2,3,NA
"7621",41187762,1989,1,4,2,2001,12,NA,1,3,NA
"7622",496842009,1990,2,8,2,2001,11,NA,2,2,NA
"7623",293386013,1990,2,6,1,2001,11,NA,2,2,NA
"7624",293386073,1987,2,12,2,2001,14,NA,1,4,NA
"7625",34095362,1988,1,30,1,2001,13,NA,1,3,NA
"7626",36237322,1986,1,2,2,2001,15,NA,1,4,NA
"7627",43254922,1989,1,10,3,2001,12,NA,1,3,NA
"7628",88857653,1987,2,6,2,2001,14,NA,1,3,NA
"7629",633409805,1989,1,10,3,2001,12,NA,2,NA,NA
"7630",633403685,1987,2,6,1,2001,14,NA,3,2,NA
"7631",428865141,1990,2,13,1,2001,11,NA,3,1,NA
"7632",428865137,1987,1,10,1,2001,14,NA,2,1,NA
"7633",156867169,1989,1,2,2,2001,12,NA,2,3,NA
"7634",564871937,1990,1,7,3,2001,11,NA,2,3,NA
"7635",768875333,1986,2,6,3,2001,15,NA,2,3,NA
"7636",428876013,1990,2,4,1,2001,11,NA,2,3,NA
"7637",768876693,1990,2,5,2,2001,11,NA,2,3,NA
"7638",39236162,1988,2,5,2,2001,13,NA,3,2,NA
"7639",39229322,1986,1,1,2,2001,15,NA,2,2,NA
"7640",769118773,1988,2,2,3,2001,13,NA,3,2,NA
"7641",292886213,1990,1,2,1,2001,11,NA,3,1,NA
"7642",35292162,1988,1,5,2,2001,13,NA,2,4,NA
"7643",35285322,1986,2,6,2,2001,15,NA,2,4,NA
"7644",34734522,1988,2,6,2,2001,13,NA,2,2,NA
"7645",36427802,1987,2,5,4,2001,14,NA,2,4,NA
"7646",36420962,1986,1,2,4,2001,15,NA,3,4,NA
"7647",564907969,1987,1,13,2,2001,14,NA,2,2,NA
"7648",564907965,1985,2,8,4,2001,16,NA,2,4,NA
"7649",40793362,1987,2,10,2,2001,14,NA,2,2,NA
"7650",42051322,1988,2,9,2,2001,13,NA,1,2,NA
"7651",49014522,1987,2,4,3,2001,14,NA,1,4,NA
"7652",157408445,1986,1,5,4,2001,15,NA,1,4,NA
"7653",224925033,1988,1,11,2,2001,13,NA,3,4,NA
"7654",224924973,1990,2,4,2,2001,11,NA,2,4,NA
"7655",564927697,1989,2,5,3,2001,12,NA,2,3,NA
"7656",88928369,1986,2,4,3,2001,15,NA,2,4,NA
"7657",836929113,1990,1,34,3,2001,11,NA,2,3,NA
"7658",836929049,1988,1,17,3,2001,13,NA,1,3,NA
"7659",33979682,1989,2,3,1,2001,12,NA,2,1,NA
"7660",428933133,1989,1,12,2,2001,12,NA,1,2,NA
"7661",428933137,1990,2,10,2,2001,11,NA,3,1,NA
"7662",54053322,1987,1,10,1,2001,14,NA,2,2,NA
"7663",49721722,1987,2,2,2,2001,14,NA,2,2,NA
"7664",224937893,1990,1,4,2,2001,11,NA,1,2,NA
"7665",768938573,1988,1,1,1,2001,13,NA,4,2,NA
"7666",768938633,1990,1,5,3,2001,11,NA,2,3,NA
"7667",361070493,1986,2,3,4,2001,15,NA,1,3,NA
"7668",49483762,1990,2,13,1,2001,11,NA,2,1,NA
"7669",49402122,1986,1,2,2,2001,15,NA,1,3,NA
"7670",54087322,1986,2,4,3,2001,15,NA,1,2,NA
"7671",156955573,1986,1,2,1,2001,15,NA,4,3,NA
"7672",156955577,1989,2,4,1,2001,12,NA,3,1,NA
"7673",768957613,1985,2,4,3,2001,16,NA,1,3,NA
"7674",49286562,1987,1,3,2,2001,14,NA,2,4,NA
"7675",49313762,1989,2,6,2,2001,12,NA,1,3,NA
"7676",49062162,1986,2,4,2,2001,15,NA,1,2,NA
