"","pidp","birthy","sex","ypnpal","yppals","year","age","ypfpark","ypmkfrn","yppalo","ypsdqk"
"3973",272152337,1985,2,2,2,1999,14,NA,2,3,NA
"3974",274132497,1987,1,15,1,1999,12,NA,1,1,NA
"3975",274758093,1987,2,10,3,1999,12,NA,1,2,NA
"3976",272156413,1985,1,4,1,1999,14,NA,2,3,NA
"3977",711983,1986,1,10,1,1999,13,NA,2,2,NA
"3978",476167973,1988,1,2,4,1999,11,NA,3,2,NA
"3979",340172053,1986,2,10,2,1999,13,NA,1,3,NA
"3980",816178917,1985,2,20,2,1999,14,NA,2,2,NA
"3981",408179537,1986,1,6,2,1999,13,NA,1,4,NA
"3982",408179533,1984,1,7,2,1999,15,NA,1,2,NA
"3983",340183613,1984,1,10,2,1999,15,NA,1,3,NA
"3984",816195853,1988,2,4,1,1999,11,NA,4,2,NA
"3985",275857645,1987,2,2,4,1999,12,NA,3,1,NA
"3986",275185125,1986,2,1,2,1999,13,NA,1,4,NA
"3987",22032122,1987,2,7,2,1999,12,NA,2,2,NA
"3988",206453513,1986,1,4,1,1999,13,NA,2,4,NA
"3989",136208093,1984,2,8,3,1999,15,NA,1,4,NA
"3990",916659,1983,1,30,1,1999,16,NA,1,2,NA
"3991",340210133,1987,2,10,2,1999,12,NA,2,2,NA
"3992",932299,1985,2,15,2,1999,14,NA,2,3,NA
"3993",138577893,1986,1,10,3,1999,13,NA,2,4,NA
"3994",615757005,1985,2,6,2,1999,14,NA,2,2,NA
"3995",612221693,1987,1,2,2,1999,12,NA,3,2,NA
"3996",612225093,1988,2,4,2,1999,11,NA,3,4,NA
"3997",411816169,1986,1,5,1,1999,13,NA,2,1,NA
"3998",410836293,1984,2,7,3,1999,15,NA,3,2,NA
"3999",751540765,1986,1,30,3,1999,13,NA,2,3,NA
"4000",816239369,1985,1,15,3,1999,14,NA,1,4,NA
"4001",819993645,1985,2,4,2,1999,14,NA,2,1,NA
"4002",819814805,1988,2,1,2,1999,11,NA,3,2,NA
"4003",547828473,1985,1,4,2,1999,14,NA,2,3,NA
"4004",1040423,1988,1,3,1,1999,11,NA,3,1,NA
"4005",1039735,1984,1,1,1,1999,15,NA,3,1,NA
"4006",684059605,1988,1,10,2,1999,11,NA,1,2,NA
"4007",204269973,1987,2,4,2,1999,12,NA,1,2,NA
"4008",261125,1985,1,3,2,1999,14,NA,2,2,NA
"4009",204272013,1985,1,14,2,1999,14,NA,1,2,NA
"4010",204272017,1988,2,8,1,1999,11,NA,4,1,NA
"4011",615799845,1987,2,2,2,1999,12,NA,1,2,NA
"4012",612276093,1987,2,7,2,1999,12,NA,1,2,NA
"4013",748279497,1985,2,2,2,1999,14,NA,2,3,NA
"4014",748279553,1988,2,3,2,1999,11,NA,2,2,NA
"4015",750866205,1984,2,1,1,1999,15,NA,2,2,NA
"4016",751791685,1987,2,4,2,1999,12,NA,1,2,NA
"4017",476289693,1985,1,4,2,1999,14,NA,2,3,NA
"4018",476291733,1987,1,5,3,1999,12,NA,3,2,NA
"4019",479634605,1984,2,11,2,1999,15,NA,1,3,NA
"4020",71872605,1988,2,1,4,1999,11,NA,4,3,NA
"4021",68297857,1986,2,2,3,1999,13,NA,2,4,NA
"4022",68297853,1984,1,13,3,1999,15,NA,3,4,NA
"4023",544299893,1983,2,4,1,1999,16,NA,1,1,NA
"4024",544299901,1988,1,1,2,1999,11,NA,2,3,NA
"4025",544299897,1985,2,1,1,1999,14,NA,1,1,NA
"4026",136304653,1987,1,10,1,1999,12,NA,2,2,NA
"4027",1319895,1987,1,3,2,1999,12,NA,2,3,NA
"4028",1339615,1985,1,2,2,1999,14,NA,2,2,NA
"4029",408306693,1985,1,7,1,1999,14,NA,1,2,NA
"4030",408306689,1984,1,4,1,1999,15,NA,2,2,NA
"4031",547401365,1985,2,8,2,1999,14,NA,1,2,NA
"4032",1346423,1987,2,3,2,1999,12,NA,1,1,NA
"4033",680312813,1988,2,1,4,1999,11,NA,2,3,NA
"4034",680312809,1986,1,10,2,1999,13,NA,3,4,NA
"4035",1364095,1987,1,1,1,1999,12,NA,1,2,NA
"4036",680317577,1986,1,12,2,1999,13,NA,2,2,NA
"4037",683759045,1987,1,1,3,1999,12,NA,3,4,NA
"4038",546248769,1987,1,20,2,1999,12,NA,2,3,NA
"4039",683812085,1984,2,16,2,1999,15,NA,2,3,NA
"4040",1459975,1984,2,4,1,1999,15,NA,2,1,NA
"4041",204340017,1986,2,7,2,1999,13,NA,3,2,NA
"4042",204340013,1988,2,18,4,1999,11,NA,2,2,NA
"4043",1476299,1984,1,2,1,1999,15,NA,2,1,NA
"4044",1497387,1986,2,4,2,1999,13,NA,1,2,NA
"4045",547215725,1984,2,10,2,1999,15,NA,2,2,NA
"4046",1522535,1987,1,5,2,1999,12,NA,2,3,NA
"4047",206403809,1987,2,5,2,1999,12,NA,2,3,NA
"4048",616005885,1985,2,10,3,1999,14,NA,1,1,NA
"4049",751371445,1984,2,6,1,1999,15,NA,3,2,NA
"4050",748365913,1987,1,5,2,1999,12,NA,3,1,NA
"4051",748365853,1987,1,10,1,1999,12,NA,2,2,NA
"4052",68367213,1984,1,4,3,1999,15,NA,2,2,NA
"4053",71996365,1986,1,6,4,1999,13,NA,2,2,NA
"4054",476371293,1987,2,4,1,1999,12,NA,2,2,NA
"4055",476374693,1985,1,9,3,1999,14,NA,1,4,NA
"4056",479760405,1987,2,30,2,1999,12,NA,2,4,NA
"4057",1595299,1987,2,4,4,1999,12,NA,1,3,NA
"4058",1602775,1985,1,8,2,1999,14,NA,2,1,NA
"4059",138194373,1986,1,6,2,1999,13,NA,1,3,NA
"4060",138194377,1988,2,10,1,1999,11,NA,2,3,NA
"4061",136378773,1986,2,10,2,1999,13,NA,1,2,NA
"4062",136379513,1985,2,6,2,1999,14,NA,1,3,NA
"4063",1610251,1988,1,3,3,1999,11,NA,1,3,NA
"4064",683652965,1984,1,0,2,1999,15,NA,2,3,NA
"4065",680386933,1988,2,1,2,1999,11,NA,2,3,NA
"4066",680386993,1986,2,3,3,1999,13,NA,2,2,NA
"4067",1660579,1985,1,50,1,1999,14,NA,1,4,NA
"4068",1659895,1984,2,5,1,1999,15,NA,4,1,NA
"4069",1664659,1984,1,NA,2,1999,15,NA,1,2,NA
"4070",1678939,1986,2,6,1,1999,13,NA,1,1,NA
"4071",682431753,1984,2,5,2,1999,15,NA,1,2,NA
"4072",1738099,1985,2,7,3,1999,14,NA,2,4,NA
"4073",476412773,1985,1,12,4,1999,14,NA,2,4,NA
"4074",818694845,1984,1,7,1,1999,15,NA,3,1,NA
"4075",816419573,1987,1,8,2,1999,12,NA,2,4,NA
"4076",816419577,1988,1,2,4,1999,11,NA,2,4,NA
"4077",1761895,1987,1,5,2,1999,12,NA,2,4,NA
"4078",410371173,1988,2,4,NA,1999,11,NA,2,3,NA
"4079",408420933,1984,2,2,1,1999,15,NA,3,2,NA
"4080",411761765,1987,2,45,4,1999,12,NA,1,1,NA
"4081",408422293,1984,2,1,3,1999,15,NA,2,3,NA
"4082",411309701,1985,2,5,2,1999,14,NA,1,3,NA
"4083",411309569,1988,2,2,2,1999,11,NA,2,4,NA
"4084",411696485,1986,1,2,2,1999,13,NA,2,2,NA
"4085",275762445,1984,1,6,1,1999,15,NA,1,4,NA
"4086",272438613,1987,2,10,1,1999,12,NA,1,2,NA
"4087",70204573,1985,2,6,2,1999,14,NA,2,3,NA
"4088",1859135,1986,2,4,2,1999,13,NA,1,2,NA
"4089",683763125,1987,2,13,2,1999,12,NA,2,2,NA
"4090",272466493,1985,2,9,2,1999,14,NA,2,3,NA
"4091",206267133,1988,2,4,1,1999,11,NA,2,4,NA
"4092",206267129,1986,1,13,3,1999,13,NA,2,4,NA
"4093",136467861,1987,2,1,2,1999,12,NA,2,2,NA
"4094",1954343,1986,2,12,3,1999,13,NA,2,3,NA
"4095",272472673,1984,1,11,1,1999,15,NA,2,4,NA
"4096",340476017,1987,1,10,1,1999,12,NA,2,1,NA
"4097",340476013,1984,2,12,3,1999,15,NA,2,3,NA
"4098",340477381,1988,1,1,1,1999,11,NA,2,1,NA
"4099",478486097,1988,2,11,2,1999,11,NA,2,2,NA
"4100",478486093,1985,1,5,3,1999,14,NA,2,2,NA
"4101",340480093,1986,1,7,1,1999,13,NA,2,1,NA
"4102",1972699,1988,1,6,2,1999,11,NA,2,1,NA
"4103",478037973,1985,1,2,2,1999,14,NA,2,2,NA
"4104",478037977,1985,2,10,2,1999,14,NA,2,3,NA
"4105",476482809,1985,1,12,2,1999,14,NA,2,2,NA
"4106",478088973,1988,2,6,2,1999,11,NA,1,4,NA
"4107",476487573,1984,2,7,3,1999,15,NA,2,3,NA
"4108",2008739,1983,2,8,2,1999,16,NA,2,2,NA
"4109",544490973,1985,2,9,3,1999,14,NA,2,3,NA
"4110",340503213,1987,1,2,2,1999,12,NA,3,1,NA
"4111",340503209,1984,2,5,1,1999,15,NA,2,2,NA
"4112",615674045,1987,2,6,4,1999,12,NA,1,3,NA
"4113",612509333,1986,2,1,1,1999,13,NA,4,1,NA
"4114",206879125,1984,1,3,3,1999,15,NA,2,2,NA
"4115",2147459,1985,1,40,4,1999,14,NA,1,4,NA
"4116",207866485,1984,1,8,2,1999,15,NA,2,3,NA
"4117",275446925,1986,2,4,3,1999,13,NA,2,3,NA
"4118",272533193,1987,2,3,2,1999,12,NA,2,2,NA
"4119",2169211,1985,1,5,2,1999,14,NA,3,1,NA
"4120",18992562,1984,1,10,3,1999,15,NA,2,3,NA
"4121",2190975,1987,2,3,2,1999,12,NA,1,2,NA
"4122",816550813,1988,1,10,3,1999,11,NA,2,4,NA
"4123",2265775,1987,1,3,1,1999,12,NA,3,3,NA
"4124",19006202,1987,2,7,3,1999,12,NA,2,4,NA
"4125",751999085,1985,2,0,1,1999,14,NA,2,1,NA
"4126",5468583,1985,1,3,2,1999,14,NA,1,3,NA
"4127",751729125,1984,1,20,2,1999,15,NA,1,4,NA
"4128",748558977,1987,1,1,3,1999,12,NA,1,4,NA
"4129",751087205,1984,2,12,2,1999,15,NA,1,4,NA
"4130",748563733,1987,2,8,2,1999,12,NA,1,2,NA
"4131",6392015,1985,1,10,2,1999,14,NA,1,3,NA
"4132",2323575,1986,1,5,1,1999,13,NA,2,2,NA
"4133",71644125,1988,2,20,2,1999,11,NA,2,1,NA
"4134",70227689,1987,1,7,2,1999,12,NA,2,1,NA
"4135",68575293,1986,2,7,2,1999,13,NA,1,2,NA
"4136",544592293,1986,2,9,1,1999,13,NA,1,3,NA
"4137",544594333,1986,1,15,2,1999,13,NA,2,3,NA
"4138",547767205,1986,2,4,3,1999,13,NA,2,4,NA
"4139",681906053,1984,1,0,1,1999,15,NA,2,1,NA
"4140",343718925,1986,2,3,2,1999,13,NA,3,1,NA
"4141",342405853,1987,2,3,2,1999,12,NA,3,3,NA
"4142",2465695,1984,1,12,2,1999,15,NA,3,3,NA
"4143",343552325,1988,1,3,2,1999,11,NA,3,3,NA
"4144",751664525,1987,2,19,1,1999,12,NA,2,1,NA
"4145",2603743,1986,1,4,1,1999,13,NA,3,3,NA
"4146",71665205,1987,2,5,1,1999,12,NA,2,1,NA
"4147",71927005,1984,2,5,3,1999,15,NA,1,3,NA
"4148",2611903,1988,1,8,3,1999,11,NA,2,3,NA
"4149",2611219,1984,1,3,3,1999,15,NA,2,3,NA
"4150",68627649,1985,1,10,3,1999,14,NA,1,4,NA
"4151",139726405,1987,2,3,3,1999,12,NA,2,3,NA
"4152",2651335,1987,1,1,1,1999,12,NA,1,3,NA
"4153",136647433,1985,2,6,1,1999,14,NA,2,3,NA
"4154",411878725,1987,2,2,2,1999,12,NA,2,3,NA
"4155",476653489,1984,1,8,2,1999,15,NA,1,3,NA
"4156",478303173,1984,2,5,2,1999,15,NA,1,2,NA
"4157",2733619,1985,1,7,4,1999,14,NA,2,4,NA
"4158",816656213,1986,2,4,3,1999,13,NA,2,2,NA
"4159",816656893,1984,1,5,1,1999,15,NA,3,2,NA
"4160",816665053,1983,1,1,2,1999,16,NA,1,2,NA
"4161",816665729,1986,2,6,3,1999,13,NA,2,3,NA
"4162",816669813,1986,1,10,4,1999,13,NA,1,1,NA
"4163",816669817,1988,1,5,3,1999,11,NA,2,2,NA
"4164",683427205,1985,1,14,4,1999,14,NA,1,4,NA
"4165",615646165,1985,1,3,3,1999,14,NA,1,3,NA
"4166",748683409,1988,1,1,1,1999,11,NA,4,1,NA
"4167",748684153,1986,2,10,1,1999,13,NA,2,2,NA
"4168",612688173,1984,1,7,3,1999,15,NA,1,3,NA
"4169",2846503,1986,1,10,2,1999,13,NA,1,2,NA
"4170",2866211,1988,2,4,3,1999,11,NA,2,2,NA
"4171",408705853,1986,1,7,3,1999,13,NA,2,2,NA
"4172",408707889,1988,2,7,1,1999,11,NA,2,1,NA
"4173",818819285,1986,1,4,2,1999,13,NA,2,2,NA
"4174",340717413,1986,1,3,4,1999,13,NA,2,3,NA
"4175",2960055,1987,1,5,1,1999,12,NA,1,1,NA
"4176",340720133,1987,1,7,2,1999,12,NA,3,2,NA
"4177",340720809,1988,1,3,3,1999,11,NA,1,1,NA
"4178",343961685,1985,2,7,2,1999,14,NA,2,4,NA
"4179",274031849,1984,1,5,3,1999,15,NA,1,3,NA
"4180",3039615,1987,1,4,3,1999,12,NA,3,3,NA
"4181",476735085,1987,1,7,3,1999,12,NA,2,2,NA
"4182",478775769,1985,1,4,3,1999,14,NA,2,4,NA
"4183",478157033,1987,1,11,1,1999,12,NA,2,1,NA
"4184",612741953,1986,2,2,2,1999,13,NA,2,3,NA
"4185",544743253,1988,2,0,1,1999,11,NA,3,1,NA
"4186",546671729,1987,2,8,3,1999,12,NA,2,4,NA
"4187",476750053,1986,2,5,3,1999,13,NA,1,3,NA
"4188",3122575,1987,2,20,4,1999,12,NA,1,4,NA
"4189",206663565,1985,2,6,4,1999,14,NA,3,4,NA
"4190",204755493,1985,2,4,2,1999,14,NA,1,2,NA
"4191",340756849,1985,2,3,4,1999,14,NA,2,4,NA
"4192",680762973,1988,1,5,3,1999,11,NA,2,4,NA
"4193",680763649,1985,1,12,1,1999,14,NA,2,2,NA
"4194",68775213,1984,1,5,2,1999,15,NA,2,2,NA
"4195",340786097,1988,2,3,1,1999,11,NA,2,2,NA
"4196",408791533,1986,2,3,1,1999,13,NA,2,3,NA
"4197",411598565,1984,2,7,1,1999,15,NA,2,4,NA
"4198",3293255,1987,2,19,3,1999,12,NA,2,3,NA
"4199",204797653,1984,1,9,4,1999,15,NA,2,3,NA
"4200",612801049,1984,2,5,2,1999,15,NA,2,4,NA
"4201",3312975,1984,1,3,3,1999,15,NA,2,4,NA
"4202",547640045,1988,2,2,2,1999,11,NA,4,3,NA
"4203",3331339,1985,1,10,3,1999,14,NA,2,2,NA
"4204",274110733,1987,1,5,4,1999,12,NA,2,4,NA
"4205",748809213,1985,1,15,2,1999,14,NA,1,2,NA
"4206",136812613,1985,2,5,2,1999,14,NA,2,2,NA
"4207",3370099,1984,2,4,2,1999,15,NA,2,3,NA
"4208",3378259,1983,1,7,2,1999,16,NA,1,3,NA
"4209",3378943,1985,2,7,2,1999,14,NA,1,2,NA
"4210",3383695,1984,1,5,2,1999,15,NA,3,4,NA
"4211",206428289,1988,2,5,2,1999,11,NA,1,2,NA
"4212",3413615,1984,1,4,3,1999,15,NA,2,4,NA
"4213",683069525,1985,2,3,4,1999,14,NA,1,4,NA
"4214",3425863,1986,1,17,3,1999,13,NA,1,4,NA
"4215",680829613,1987,1,6,4,1999,12,NA,3,3,NA
"4216",204833689,1987,2,3,3,1999,12,NA,3,3,NA
"4217",850005,1988,1,5,2,1999,11,NA,1,2,NA
"4218",545941409,1987,1,10,2,1999,12,NA,2,2,NA
"4219",546689405,1984,2,6,2,1999,15,NA,2,4,NA
"4220",68844573,1987,1,0,2,1999,12,NA,2,2,NA
"4221",70299769,1984,2,7,1,1999,15,NA,2,2,NA
"4222",207486365,1987,1,0,2,1999,12,NA,2,2,NA
"4223",340852733,1984,1,9,2,1999,15,NA,2,3,NA
"4224",816867017,1986,1,6,2,1999,13,NA,2,3,NA
"4225",411394565,1987,1,5,3,1999,12,NA,2,3,NA
"4226",411843365,1986,2,3,3,1999,13,NA,2,1,NA
"4227",408872513,1986,1,7,2,1999,13,NA,1,1,NA
"4228",408873809,1985,2,10,4,1999,14,NA,3,2,NA
"4229",3598579,1987,2,15,2,1999,12,NA,2,1,NA
"4230",3597895,1987,2,3,2,1999,12,NA,2,1,NA
"4231",3608783,1987,1,6,4,1999,12,NA,3,4,NA
"4232",136875169,1988,1,4,4,1999,11,NA,3,2,NA
"4233",3625771,1985,2,3,3,1999,14,NA,2,3,NA
"4234",3630535,1986,1,15,1,1999,13,NA,1,3,NA
"4235",3631219,1988,2,6,3,1999,11,NA,2,3,NA
"4236",408880613,1987,2,1,2,1999,12,NA,1,2,NA
"4237",3645495,1984,1,4,1,1999,15,NA,2,3,NA
"4238",3646179,1987,2,8,1,1999,12,NA,2,4,NA
"4239",479771285,1984,1,14,2,1999,15,NA,1,3,NA
"4240",476885373,1986,1,11,2,1999,13,NA,1,4,NA
"4241",68892173,1984,2,15,1,1999,15,NA,1,2,NA
"4242",680898293,1984,1,10,2,1999,15,NA,2,3,NA
"4243",3737975,1987,1,10,1,1999,12,NA,2,3,NA
"4244",3763815,1988,1,20,2,1999,11,NA,1,1,NA
"4245",547657045,1984,2,4,2,1999,15,NA,2,2,NA
"4246",751686965,1987,1,6,4,1999,12,NA,1,4,NA
"4247",816916033,1984,1,10,2,1999,15,NA,2,3,NA
"4248",816915973,1987,1,1,2,1999,12,NA,2,3,NA
"4249",816917333,1985,1,10,1,1999,14,NA,1,2,NA
"4250",3805299,1983,2,10,2,1999,16,NA,2,3,NA
"4251",816918013,1986,2,28,3,1999,13,NA,2,3,NA
"4252",816921413,1985,2,6,2,1999,14,NA,2,2,NA
"4253",748926853,1986,1,6,1,1999,13,NA,2,1,NA
"4254",751735245,1984,2,6,1,1999,15,NA,3,1,NA
"4255",272930253,1986,1,8,3,1999,13,NA,2,4,NA
"4256",272930257,1988,2,10,1,1999,11,NA,1,2,NA
"4257",272934333,1985,2,7,2,1999,14,NA,2,3,NA
"4258",3899811,1985,1,12,3,1999,14,NA,1,3,NA
"4259",3901171,1985,1,1,1,1999,14,NA,2,3,NA
"4260",3901855,1986,1,3,1,1999,13,NA,2,4,NA
"4261",476952689,1985,1,3,3,1999,14,NA,2,4,NA
"4262",136956773,1987,1,3,2,1999,12,NA,3,1,NA
"4263",207795765,1987,1,5,2,1999,12,NA,3,2,NA
"4264",272958133,1984,1,4,2,1999,15,NA,2,2,NA
"4265",3977339,1987,2,4,1,1999,12,NA,2,2,NA
"4266",683952165,1985,1,6,1,1999,14,NA,2,2,NA
"4267",272962889,1987,2,1,1,1999,12,NA,2,3,NA
"4268",3995011,1985,1,3,2,1999,14,NA,2,2,NA
"4269",682779173,1987,1,15,3,1999,12,NA,2,4,NA
"4270",612965613,1986,1,5,1,1999,13,NA,3,2,NA
"4271",612965617,1988,1,2,2,1999,11,NA,1,3,NA
"4272",136969013,1986,1,8,1,1999,13,NA,1,2,NA
"4273",4016095,1984,1,3,2,1999,15,NA,2,3,NA
"4274",816975809,1983,1,10,2,1999,16,NA,2,4,NA
"4275",816975813,1987,1,5,3,1999,12,NA,1,3,NA
"4276",408979889,1988,1,4,2,1999,11,NA,2,3,NA
"4277",408981937,1988,2,3,3,1999,11,NA,2,3,NA
"4278",408981933,1987,2,4,3,1999,12,NA,2,3,NA
"4279",69967253,1985,2,7,2,1999,14,NA,2,3,NA
"4280",615750885,1985,1,5,2,1999,14,NA,2,2,NA
"4281",612992133,1987,2,2,2,1999,12,NA,3,1,NA
"4282",4096331,1985,1,6,4,1999,14,NA,2,4,NA
"4283",616024249,1988,2,5,3,1999,11,NA,1,2,NA
"4284",410160433,1984,2,4,1,1999,15,NA,2,2,NA
"4285",4148703,1985,2,4,3,1999,14,NA,1,2,NA
"4286",817011173,1988,2,6,3,1999,11,NA,1,4,NA
"4287",819400005,1986,2,8,3,1999,13,NA,1,3,NA
"4288",4222815,1987,1,4,2,1999,12,NA,2,1,NA
"4289",4239139,1986,2,20,4,1999,13,NA,1,4,NA
"4290",4238455,1984,2,9,2,1999,15,NA,1,3,NA
"4291",4243891,1986,2,5,3,1999,13,NA,2,3,NA
"4292",477032249,1986,2,4,3,1999,13,NA,3,3,NA
"4293",479774005,1985,2,5,3,1999,14,NA,2,3,NA
"4294",4248655,1985,1,6,2,1999,14,NA,2,4,NA
"4295",479247689,1987,1,4,2,1999,12,NA,2,2,NA
"4296",4251379,1984,2,7,1,1999,15,NA,1,2,NA
"4297",477034289,1984,2,6,4,1999,15,NA,2,1,NA
"4298",749039053,1987,1,1,3,1999,12,NA,2,2,NA
"4299",614407209,1988,2,2,3,1999,11,NA,2,3,NA
"4300",4299659,1986,2,12,2,1999,13,NA,2,3,NA
"4301",4298975,1985,2,10,1,1999,14,NA,2,2,NA
"4302",819392533,1988,2,12,2,1999,11,NA,1,3,NA
"4303",615871925,1986,2,1,4,1999,13,NA,2,4,NA
"4304",71300053,1986,1,3,4,1999,13,NA,2,4,NA
"4305",69049253,1986,1,6,2,1999,13,NA,2,4,NA
"4306",613049933,1986,1,12,2,1999,13,NA,1,4,NA
"4307",614871645,1987,2,5,2,1999,12,NA,1,2,NA
"4308",615091969,1985,1,4,2,1999,14,NA,2,2,NA
"4309",751076325,1985,2,8,2,1999,14,NA,1,4,NA
"4310",5618863,1986,1,4,3,1999,13,NA,2,4,NA
"4311",71034857,1985,2,6,2,1999,14,NA,2,4,NA
"4312",2539125,1987,2,4,4,1999,12,NA,3,4,NA
"4313",341064217,1986,1,5,4,1999,13,NA,2,3,NA
"4314",137071013,1986,2,4,2,1999,13,NA,2,2,NA
"4315",4411859,1983,2,3,1,1999,16,NA,1,3,NA
"4316",477076457,1987,1,1,1,1999,12,NA,2,1,NA
"4317",4462179,1984,2,5,1,1999,15,NA,2,2,NA
"4318",19318922,1988,2,1,2,1999,11,NA,3,2,NA
"4319",4527455,1988,2,7,2,1999,11,NA,2,3,NA
"4320",613096853,1987,1,14,2,1999,12,NA,2,3,NA
"4321",205102293,1986,1,3,4,1999,13,NA,3,3,NA
"4322",4569611,1985,1,5,3,1999,14,NA,2,3,NA
"4323",207845405,1987,1,2,1,1999,12,NA,4,1,NA
"4324",205103653,1987,1,17,3,1999,12,NA,1,2,NA
"4325",477895913,1985,2,6,2,1999,14,NA,1,2,NA
"4326",477895849,1987,1,12,2,1999,12,NA,2,2,NA
"4327",681108413,1985,1,1,2,1999,14,NA,1,4,NA
"4328",4632855,1984,2,2,2,1999,15,NA,2,1,NA
"4329",4633535,1987,1,5,4,1999,12,NA,2,3,NA
"4330",477117933,1988,1,11,2,1999,11,NA,2,3,NA
"4331",4649179,1986,2,5,1,1999,13,NA,2,1,NA
"4332",409121333,1988,2,3,4,1999,11,NA,3,4,NA
"4333",681127449,1987,1,1,2,1999,12,NA,3,2,NA
"4334",4780415,1986,1,3,1,1999,13,NA,2,4,NA
"4335",684027713,1986,1,5,3,1999,13,NA,2,3,NA
"4336",4802859,1984,1,5,2,1999,15,NA,2,3,NA
"4337",614031233,1987,1,4,3,1999,12,NA,2,3,NA
"4338",613153973,1987,2,4,2,1999,12,NA,1,4,NA
"4339",615882125,1985,2,15,1,1999,14,NA,1,1,NA
"4340",3992975,1988,2,6,4,1999,11,NA,2,2,NA
"4341",681154653,1988,2,2,2,1999,11,NA,3,2,NA
"4342",2524859,1983,1,2,2,1999,16,NA,2,2,NA
"4343",11579,1988,1,4,1,1999,11,NA,1,2,NA
"4344",137157373,1987,2,10,4,1999,12,NA,1,4,NA
"4345",207488405,1987,2,1,4,1999,12,NA,3,2,NA
"4346",2862135,1988,1,6,1,1999,11,NA,2,3,NA
"4347",69180493,1985,2,4,2,1999,14,NA,2,3,NA
"4348",682490857,1988,1,5,3,1999,11,NA,3,3,NA
"4349",682490853,1985,2,2,1,1999,14,NA,4,2,NA
"4350",681196873,1984,2,3,1,1999,15,NA,1,1,NA
"4351",749198853,1986,2,10,3,1999,13,NA,1,3,NA
"4352",613219933,1986,1,50,1,1999,13,NA,1,3,NA
"4353",817220609,1984,1,9,1,1999,15,NA,1,2,NA
"4354",174095,1986,1,10,1,1999,13,NA,2,1,NA
"4355",615953525,1987,2,10,1,1999,12,NA,2,2,NA
"4356",613228097,1985,1,15,2,1999,14,NA,2,2,NA
"4357",275621753,1984,1,4,1,1999,15,NA,3,2,NA
"4358",275129373,1985,1,0,1,1999,14,NA,3,2,NA
"4359",479143645,1984,2,50,3,1999,15,NA,1,2,NA
"4360",479077013,1985,2,30,2,1999,14,NA,1,1,NA
"4361",137239649,1987,2,10,2,1999,12,NA,2,2,NA
"4362",545240329,1987,1,3,2,1999,12,NA,2,3,NA
"4363",341241009,1985,2,3,4,1999,14,NA,2,4,NA
"4364",343063413,1987,1,7,1,1999,12,NA,2,1,NA
"4365",343063417,1988,2,4,2,1999,11,NA,2,3,NA
"4366",613247813,1988,2,5,1,1999,11,NA,1,3,NA
"4367",615046405,1984,1,2,2,1999,15,NA,2,4,NA
"4368",409253253,1986,2,2,1,1999,13,NA,1,2,NA
"4369",22650962,1984,2,10,2,1999,15,NA,2,3,NA
"4370",818668329,1988,2,7,2,1999,11,NA,2,3,NA
"4371",4873583,1985,1,5,3,1999,14,NA,1,1,NA
"4372",749264813,1984,2,3,2,1999,15,NA,1,4,NA
"4373",749264817,1986,2,5,2,1999,13,NA,2,2,NA
"4374",615710765,1984,1,8,2,1999,15,NA,1,2,NA
"4375",545270253,1987,2,4,2,1999,12,NA,2,3,NA
"4376",139655021,1988,1,2,2,1999,11,NA,2,3,NA
"4377",2668339,1987,1,4,2,1999,12,NA,3,4,NA
"4378",541285,1985,1,5,3,1999,14,NA,2,3,NA
"4379",541965,1987,2,2,2,1999,12,NA,2,1,NA
"4380",2401107,1988,2,3,2,1999,11,NA,2,4,NA
"4381",547287125,1984,2,5,2,1999,15,NA,1,3,NA
"4382",409284533,1988,1,4,1,1999,11,NA,2,1,NA
"4383",1330099,1986,2,6,4,1999,13,NA,1,4,NA
"4384",613286569,1984,1,9,1,1999,15,NA,2,4,NA
"4385",613286581,1987,1,30,1,1999,12,NA,1,3,NA
"4386",546051,1984,1,10,2,1999,15,NA,2,3,NA
"4387",546735,1985,2,0,1,1999,14,NA,2,1,NA
"4388",5597095,1984,2,6,2,1999,15,NA,1,3,NA
"4389",5597779,1986,1,3,4,1999,13,NA,1,4,NA
"4390",750698313,1987,1,6,2,1999,12,NA,2,2,NA
"4391",750698249,1988,2,5,3,1999,11,NA,2,3,NA
"4392",819725057,1988,2,1,2,1999,11,NA,3,2,NA
"4393",819725045,1986,1,5,1,1999,13,NA,1,3,NA
"4394",4676371,1984,1,8,2,1999,15,NA,1,3,NA
"4395",411790325,1988,2,3,2,1999,11,NA,2,2,NA
"4396",205300853,1987,1,15,2,1999,12,NA,2,2,NA
"4397",70625489,1988,1,9,2,1999,11,NA,2,3,NA
"4398",137302273,1986,1,10,2,1999,13,NA,2,1,NA
"4399",1803375,1986,2,6,2,1999,13,NA,1,3,NA
"4400",4860655,1986,1,6,2,1999,13,NA,2,4,NA
"4401",69309013,1985,2,7,2,1999,14,NA,1,2,NA
"4402",2613939,1987,2,7,2,1999,12,NA,2,2,NA
"4403",2613255,1986,1,2,2,1999,13,NA,2,1,NA
"4404",615224569,1988,2,3,3,1999,11,NA,2,4,NA
"4405",615788285,1987,1,2,3,1999,12,NA,3,4,NA
"4406",1587135,1984,2,6,2,1999,15,NA,2,4,NA
"4407",749315809,1985,2,3,2,1999,14,NA,3,3,NA
"4408",4868815,1986,1,5,3,1999,13,NA,2,2,NA
